GEO.id,GEO.id2,GEO.display-label,,HC01_VC116,HC01_VC117,HC01_VC118,HC01_VC119,HC01_VC120,HC01_VC121,HC01_VC122,HC01_VC123,HC01_VC124,HC01_VC125,HC01_VC177,HC01_VC178,HC01_VC179,HC01_VC180,HC01_VC181,HC01_VC182,HC01_VC183,HC01_VC184,HC01_VC185,HC01_VC187
Id,Id2,Geography,Census ID,Estimate; VALUE - Owner-occupied units,"Estimate; VALUE - Less than $50,000","Estimate; VALUE - $50,000 to $99,999","Estimate; VALUE - $100,000 to $149,999","Estimate; VALUE - $150,000 to $199,999","Estimate; VALUE - $200,000 to $299,999","Estimate; VALUE - $300,000 to $499,999","Estimate; VALUE - $500,000 to $999,999","Estimate; VALUE - $1,000,000 or more",Estimate; VALUE - Median (dollars),Estimate; GROSS RENT - Occupied units paying rent,Estimate; GROSS RENT - Less than $200,Estimate; GROSS RENT - $200 to $299,Estimate; GROSS RENT - $300 to $499,Estimate; GROSS RENT - $500 to $749,Estimate; GROSS RENT - $750 to $999,"Estimate; GROSS RENT - $1,000 to $1,499","Estimate; GROSS RENT - $1,500 or more",Estimate; GROSS RENT - Median (dollars),Estimate; GROSS RENT - No rent paid
1400000US06037213202,6037213202,"Census Tract 2132.02, Los Angeles County, California",,144,0,0,0,0,29,57,52,6,395600,1053,10,50,59,257,227,328,122,932,37
1400000US06037213310,6037213310,"Census Tract 2133.10, Los Angeles County, California",,109,0,0,0,25,0,51,33,0,438600,1005,0,6,65,142,364,337,91,926,0
1400000US06037213320,6037213320,"Census Tract 2133.20, Los Angeles County, California",,42,0,0,0,0,0,20,22,0,511400,928,44,101,80,153,252,241,57,818,8
1400000US06037213401,6037213401,"Census Tract 2134.01, Los Angeles County, California",,36,0,0,0,0,0,16,20,0,525000,1702,0,0,52,399,514,658,79,949,9
1400000US06037213402,6037213402,"Census Tract 2134.02, Los Angeles County, California",,66,0,0,0,0,0,14,39,13,726200,1433,8,34,38,324,486,434,109,940,33
1400000US06037214000,6037214000,"Census Tract 2140, Los Angeles County, California",,764,0,0,0,9,11,78,217,449,"1,000,000+",622,0,0,0,0,43,95,484,"2,000+",22
1400000US06037214100,6037214100,"Census Tract 2141, Los Angeles County, California",,646,0,0,11,8,0,21,97,509,"1,000,000+",1028,30,9,0,9,83,91,806,"2,000+",7
1400000US06037214400,6037214400,"Census Tract 2144, Los Angeles County, California",,68,0,0,0,0,0,7,25,36,"1,000,000+",1568,0,0,0,35,36,445,1052,1732,18
1400000US06037214501,6037214501,"Census Tract 2145.01, Los Angeles County, California",,31,0,0,0,0,0,0,6,25,"1,000,000+",1396,0,10,27,38,0,60,1261,"2,000+",45
1400000US06037214502,6037214502,"Census Tract 2145.02, Los Angeles County, California",,0,0,0,0,0,0,0,0,0,-,2512,0,0,22,0,15,277,2198,"2,000+",0
1400000US06037214503,6037214503,"Census Tract 2145.03, Los Angeles County, California",,0,0,0,0,0,0,0,0,0,-,1570,0,0,0,20,0,124,1426,1911,0
1400000US06037214600,6037214600,"Census Tract 2146, Los Angeles County, California",,308,0,0,0,10,29,16,129,124,917600,963,0,18,0,9,111,258,567,1638,29
1400000US06037214700,6037214700,"Census Tract 2147, Los Angeles County, California",,611,16,0,0,0,41,57,179,318,"1,000,000+",617,0,0,0,0,149,160,308,1498,0
1400000US06037214800,6037214800,"Census Tract 2148, Los Angeles County, California",,375,0,0,7,0,0,42,83,243,"1,000,000+",918,12,20,28,25,62,276,495,1577,43
1400000US06037214901,6037214901,"Census Tract 2149.01, Los Angeles County, California",,436,0,0,0,0,25,186,223,2,554700,1553,0,0,0,16,15,427,1095,1848,31
1400000US06037214902,6037214902,"Census Tract 2149.02, Los Angeles County, California",,224,0,0,0,0,0,51,137,36,664000,1220,70,0,0,40,57,329,724,1641,24
1400000US06037215101,6037215101,"Census Tract 2151.01, Los Angeles County, California",,7,0,0,0,0,7,0,0,0,-,1503,0,0,0,0,432,505,566,1237,60
1400000US06037215102,6037215102,"Census Tract 2151.02, Los Angeles County, California",,0,0,0,0,0,0,0,0,0,-,2025,0,11,20,14,219,859,902,1443,12
1400000US06037216100,6037216100,"Census Tract 2161, Los Angeles County, California",,550,0,16,20,0,0,71,267,176,819300,405,0,0,0,62,42,61,240,1648,46
1400000US06037216200,6037216200,"Census Tract 2162, Los Angeles County, California",,616,0,6,0,16,0,35,376,183,849800,1906,0,15,0,25,148,773,945,1495,40
1400000US06037216300,6037216300,"Census Tract 2163, Los Angeles County, California",,828,0,0,0,0,0,47,313,468,"1,000,000+",1622,0,31,33,97,305,546,610,1282,88
1400000US06037216401,6037216401,"Census Tract 2164.01, Los Angeles County, California",,274,0,0,0,0,0,74,200,0,630200,1772,13,42,0,30,63,794,830,1462,94
1400000US06037216402,6037216402,"Census Tract 2164.02, Los Angeles County, California",,246,0,0,0,0,41,83,111,11,498800,1106,0,0,0,26,27,443,610,1573,0
1400000US06037216700,6037216700,"Census Tract 2167, Los Angeles County, California",,631,0,5,12,13,7,106,428,60,671800,961,0,0,0,17,104,459,381,1398,19
1400000US06037216800,6037216800,"Census Tract 2168, Los Angeles County, California",,586,8,19,0,0,0,15,168,376,"1,000,000+",948,0,0,0,0,176,148,624,1861,22
1400000US06037216900,6037216900,"Census Tract 2169, Los Angeles County, California",,1077,0,0,17,0,0,193,723,144,706300,1450,0,0,0,116,120,699,515,1293,0
1400000US06037217001,6037217001,"Census Tract 2170.01, Los Angeles County, California",,439,0,0,31,6,6,10,164,222,"1,000,000+",602,10,11,9,51,17,209,295,1464,5
1400000US06037217002,6037217002,"Census Tract 2170.02, Los Angeles County, California",,576,0,38,0,9,30,97,345,57,688700,1643,0,45,14,0,118,523,943,1584,12
1400000US06037217100,6037217100,"Census Tract 2171, Los Angeles County, California",,491,0,0,0,0,54,95,301,41,738900,1732,0,0,14,225,478,505,510,1141,11
1400000US06037217200,6037217200,"Census Tract 2172, Los Angeles County, California",,388,3,0,0,0,19,66,238,62,686600,1144,0,22,38,87,240,441,316,1151,9
1400000US06037218110,6037218110,"Census Tract 2181.10, Los Angeles County, California",,343,0,20,16,21,36,109,133,8,458200,889,9,10,32,146,220,374,98,1037,12
1400000US06037218120,6037218120,"Census Tract 2181.20, Los Angeles County, California",,273,0,6,11,10,45,84,77,40,445800,1135,36,104,15,165,293,324,198,963,0
1400000US06037218210,6037218210,"Census Tract 2182.10, Los Angeles County, California",,201,0,0,10,0,25,85,68,13,470900,974,17,0,34,124,253,421,125,1056,0
1400000US06037218220,6037218220,"Census Tract 2182.20, Los Angeles County, California",,532,0,0,19,10,9,244,162,88,485200,960,0,80,55,95,174,399,157,1082,0
1400000US06037218300,6037218300,"Census Tract 2183, Los Angeles County, California",,530,0,21,0,0,79,197,223,10,462800,1459,26,17,9,321,259,559,268,1082,0
1400000US06037218400,6037218400,"Census Tract 2184, Los Angeles County, California",,522,35,9,0,0,92,233,153,0,395400,998,27,0,78,138,293,359,103,970,31
1400000US06037218500,6037218500,"Census Tract 2185, Los Angeles County, California",,363,12,0,12,16,67,145,103,8,359600,668,0,13,0,65,251,243,96,1009,9
1400000US06037218600,6037218600,"Census Tract 2186, Los Angeles County, California",,461,22,0,19,0,48,236,127,9,409100,632,16,18,0,53,125,259,161,1173,19
1400000US06037218701,6037218701,"Census Tract 2187.01, Los Angeles County, California",,347,18,12,0,9,10,40,258,0,620000,484,0,23,71,94,96,160,40,892,0
1400000US06037218702,6037218702,"Census Tract 2187.02, Los Angeles County, California",,164,13,0,0,24,51,26,50,0,292500,646,0,32,56,150,147,164,97,913,11
1400000US06037218800,6037218800,"Census Tract 2188, Los Angeles County, California",,209,0,0,0,0,28,70,105,6,516600,576,4,2,0,109,189,185,87,981,4
1400000US06037218900,6037218900,"Census Tract 2189, Los Angeles County, California",,281,0,14,0,0,53,62,141,11,531900,1631,27,20,79,184,548,676,97,986,10
1400000US06037219010,6037219010,"Census Tract 2190.10, Los Angeles County, California",,342,11,0,4,0,144,114,69,0,312100,437,0,5,40,58,141,84,109,927,19
1400000US06037219020,6037219020,"Census Tract 2190.20, Los Angeles County, California",,686,0,20,22,18,231,315,80,0,321700,512,0,40,73,24,146,165,64,954,26
1400000US06037219300,6037219300,"Census Tract 2193, Los Angeles County, California",,302,26,10,45,23,27,128,43,0,334500,1083,0,30,0,196,196,408,253,1089,11
1400000US06037219500,6037219500,"Census Tract 2195, Los Angeles County, California",,516,1,12,0,0,116,312,75,0,374600,197,0,0,18,13,53,69,44,1079,28
1400000US06037219700,6037219700,"Census Tract 2197, Los Angeles County, California",,504,0,8,0,25,93,282,90,6,362400,763,18,23,0,57,252,208,205,1040,47
1400000US06037219800,6037219800,"Census Tract 2198, Los Angeles County, California",,211,9,15,0,0,18,132,37,0,383600,710,0,16,34,100,182,280,98,1032,29
1400000US06037219901,6037219901,"Census Tract 2199.01, Los Angeles County, California",,375,7,9,29,36,117,83,86,8,295000,1047,31,9,74,58,257,545,73,1057,32
1400000US06037219902,6037219902,"Census Tract 2199.02, Los Angeles County, California",,458,33,38,28,0,58,154,147,0,358500,726,0,0,25,28,349,159,165,984,0
1400000US06037220000,6037220000,"Census Tract 2200, Los Angeles County, California",,605,75,0,22,32,99,337,40,0,335500,1284,0,50,35,125,460,511,103,988,63
1400000US06037220100,6037220100,"Census Tract 2201, Los Angeles County, California",,457,9,9,11,12,32,163,213,8,492300,555,41,111,52,83,30,219,19,648,14
1400000US06037221110,6037221110,"Census Tract 2211.10, Los Angeles County, California",,84,0,0,0,0,14,28,42,0,500000,977,15,64,119,288,271,141,79,753,21
1400000US06037221120,6037221120,"Census Tract 2211.20, Los Angeles County, California",,115,10,0,0,25,13,47,20,0,403800,707,0,7,53,58,203,375,11,1030,0
1400000US06037221210,6037221210,"Census Tract 2212.10, Los Angeles County, California",,222,0,0,10,0,47,105,60,0,366700,614,11,28,25,89,193,264,4,967,37
1400000US06037221220,6037221220,"Census Tract 2212.20, Los Angeles County, California",,144,8,0,0,0,30,62,44,0,440400,832,0,23,30,236,278,197,68,841,16
1400000US06037221302,6037221302,"Census Tract 2213.02, Los Angeles County, California",,146,0,0,0,7,6,63,70,0,488000,1098,25,81,11,125,298,428,130,1010,0
1400000US06037221303,6037221303,"Census Tract 2213.03, Los Angeles County, California",,114,0,0,42,6,7,13,46,0,315400,650,0,0,97,117,148,263,25,878,3
1400000US06037221304,6037221304,"Census Tract 2213.04, Los Angeles County, California",,63,0,0,0,0,0,45,18,0,370000,1026,20,9,52,171,244,428,102,1014,30
1400000US06037221401,6037221401,"Census Tract 2214.01, Los Angeles County, California",,185,0,0,0,0,15,85,75,10,475000,1106,9,171,70,293,250,157,156,756,38
1400000US06037221402,6037221402,"Census Tract 2214.02, Los Angeles County, California",,149,0,0,0,0,10,54,85,0,546900,755,0,92,39,125,144,338,17,980,48
1400000US06037221500,6037221500,"Census Tract 2215, Los Angeles County, California",,193,0,0,16,10,10,67,58,32,489300,1014,8,103,119,183,289,244,68,797,0
1400000US06037221601,6037221601,"Census Tract 2216.01, Los Angeles County, California",,241,0,0,8,11,26,86,110,0,463800,659,0,9,9,108,276,205,52,948,15
1400000US06037221602,6037221602,"Census Tract 2216.02, Los Angeles County, California",,71,0,0,0,0,11,60,0,0,436600,698,17,7,46,185,159,179,105,860,0
1400000US06037221710,6037221710,"Census Tract 2217.10, Los Angeles County, California",,171,0,0,0,4,67,16,84,0,481300,680,36,8,40,161,222,165,48,916,50
1400000US06037221810,6037221810,"Census Tract 2218.10, Los Angeles County, California",,105,0,0,0,0,14,50,41,0,439500,815,8,9,78,114,232,204,170,965,7
1400000US06037221820,6037221820,"Census Tract 2218.20, Los Angeles County, California",,37,0,0,0,0,4,25,8,0,385300,981,0,15,0,89,172,322,383,1346,5
1400000US06037221900,6037221900,"Census Tract 2219, Los Angeles County, California",,103,9,5,42,6,5,24,12,0,146100,754,0,49,53,86,118,185,263,1172,22
1400000US06037222001,6037222001,"Census Tract 2220.01, Los Angeles County, California",,450,0,0,0,26,75,192,157,0,422700,389,0,0,0,108,100,102,79,978,8
1400000US06037222002,6037222002,"Census Tract 2220.02, Los Angeles County, California",,490,0,0,29,46,244,123,48,0,276900,683,0,0,16,120,171,189,187,1063,7
1400000US06037222100,6037222100,"Census Tract 2221, Los Angeles County, California",,333,0,13,15,33,59,156,49,8,341200,780,38,0,36,128,278,233,67,934,18
1400000US06037222200,6037222200,"Census Tract 2222, Los Angeles County, California",,240,0,25,8,0,10,88,109,0,479200,903,24,47,83,162,238,231,118,890,47
1400000US06037222500,6037222500,"Census Tract 2225, Los Angeles County, California",,397,19,0,0,8,69,192,103,6,412300,922,9,14,33,100,253,372,141,1045,0
1400000US06037222600,6037222600,"Census Tract 2226, Los Angeles County, California",,230,20,0,0,0,78,88,33,11,329800,1272,53,132,98,236,190,315,248,851,13
1400000US06037222700,6037222700,"Census Tract 2227, Los Angeles County, California",,0,0,0,0,0,0,0,0,0,-,136,0,0,0,0,6,58,72,1722,0
1400000US06037224010,6037224010,"Census Tract 2240.10, Los Angeles County, California",,8,0,0,0,0,0,0,0,8,"1,000,000+",1030,46,139,143,451,187,9,55,582,9
1400000US06037224020,6037224020,"Census Tract 2240.20, Los Angeles County, California",,57,8,0,0,0,22,10,0,17,294600,690,0,0,96,227,231,107,29,785,9
1400000US06037224200,6037224200,"Census Tract 2242, Los Angeles County, California",,78,0,0,0,0,7,53,18,0,447500,546,0,12,82,167,152,103,30,757,44
1400000US06037224310,6037224310,"Census Tract 2243.10, Los Angeles County, California",,32,0,0,0,0,0,10,22,0,568200,589,0,13,9,124,293,131,19,872,0
1400000US06037224320,6037224320,"Census Tract 2243.20, Los Angeles County, California",,70,0,0,0,0,26,35,9,0,336000,932,70,89,91,195,256,213,18,768,20
1400000US06037224410,6037224410,"Census Tract 2244.10, Los Angeles County, California",,166,0,0,8,0,59,67,32,0,410500,808,9,54,29,130,178,280,128,1006,32
1400000US06037224420,6037224420,"Census Tract 2244.20, Los Angeles County, California",,48,0,0,0,0,10,13,20,5,512500,636,12,35,19,318,145,107,0,702,3
1400000US06037224600,6037224600,"Census Tract 2246, Los Angeles County, California",,130,5,0,0,17,16,73,19,0,345800,706,0,0,0,293,215,175,23,823,5
1400000US06037224700,6037224700,"Census Tract 2247, Los Angeles County, California",,0,0,0,0,0,0,0,0,0,-,816,0,12,0,76,202,169,357,1259,11
1400000US06037226001,6037226001,"Census Tract 2260.01, Los Angeles County, California",,136,0,0,0,13,15,71,31,6,385100,318,0,11,22,38,57,158,32,1052,26
1400000US06037226002,6037226002,"Census Tract 2260.02, Los Angeles County, California",,99,0,0,16,17,34,32,0,0,274300,612,39,70,179,103,58,31,132,519,9
1400000US06037226410,6037226410,"Census Tract 2264.10, Los Angeles County, California",,138,8,0,25,12,12,65,16,0,338700,654,19,0,39,193,204,146,53,812,12
1400000US06037226420,6037226420,"Census Tract 2264.20, Los Angeles County, California",,145,0,0,0,0,75,61,9,0,295500,962,7,12,121,164,328,180,150,879,0
1400000US06037226700,6037226700,"Census Tract 2267, Los Angeles County, California",,316,7,12,0,48,92,119,22,16,298900,938,0,0,26,134,378,253,147,955,28
1400000US06037227010,6037227010,"Census Tract 2270.10, Los Angeles County, California",,298,0,10,27,20,110,122,9,0,279100,640,0,0,18,69,180,276,97,1085,17
1400000US06037227020,6037227020,"Census Tract 2270.20, Los Angeles County, California",,134,0,0,0,16,49,51,0,18,309500,527,0,0,10,92,189,189,47,888,0
1400000US06037228100,6037228100,"Census Tract 2281, Los Angeles County, California",,337,13,0,35,142,42,94,11,0,194300,680,0,0,45,122,253,204,56,938,8
1400000US06037228210,6037228210,"Census Tract 2282.10, Los Angeles County, California",,257,0,9,4,56,46,109,18,15,315000,558,0,20,30,128,115,188,77,967,35
1400000US06037228220,6037228220,"Census Tract 2282.20, Los Angeles County, California",,228,22,0,17,25,52,77,35,0,296800,690,0,0,56,185,147,205,97,888,0
1400000US06037228310,6037228310,"Census Tract 2283.10, Los Angeles County, California",,211,4,14,5,11,89,33,55,0,267600,656,0,17,24,89,274,223,29,942,0
1400000US06037228320,6037228320,"Census Tract 2283.20, Los Angeles County, California",,244,0,17,8,13,99,92,3,12,281700,498,21,5,8,54,151,146,113,1025,0
1400000US06037228410,6037228410,"Census Tract 2284.10, Los Angeles County, California",,203,0,22,0,31,40,110,0,0,311500,528,0,0,0,34,229,172,93,1002,0
1400000US06037228420,6037228420,"Census Tract 2284.20, Los Angeles County, California",,163,4,0,18,35,37,54,15,0,255400,518,19,5,0,91,160,210,33,954,0
1400000US06037228500,6037228500,"Census Tract 2285, Los Angeles County, California",,309,21,0,24,16,77,144,27,0,321200,708,0,0,26,95,286,241,60,950,0
1400000US06037228600,6037228600,"Census Tract 2286, Los Angeles County, California",,278,10,10,14,26,65,135,18,0,317700,681,0,17,43,105,177,236,103,997,0
1400000US06037228710,6037228710,"Census Tract 2287.10, Los Angeles County, California",,264,1,0,38,11,107,107,0,0,269500,662,41,23,21,120,109,268,80,1029,0
1400000US06037228720,6037228720,"Census Tract 2287.20, Los Angeles County, California",,268,49,0,10,31,105,52,0,21,261400,701,0,22,8,79,135,284,173,1130,24
1400000US06037228800,6037228800,"Census Tract 2288, Los Angeles County, California",,396,0,10,54,101,70,130,31,0,240200,791,0,25,179,141,199,140,107,818,25
1400000US06037228900,6037228900,"Census Tract 2289, Los Angeles County, California",,171,0,0,11,38,37,85,0,0,249300,618,53,57,137,134,133,73,31,586,12
1400000US06037229100,6037229100,"Census Tract 2291, Los Angeles County, California",,413,8,10,0,46,180,155,14,0,276300,487,0,0,0,147,62,221,57,1057,21
1400000US06037229200,6037229200,"Census Tract 2292, Los Angeles County, California",,337,7,0,24,46,141,119,0,0,272200,780,0,92,10,173,310,147,48,864,0
1400000US06037229300,6037229300,"Census Tract 2293, Los Angeles County, California",,175,0,0,12,26,30,80,27,0,351300,1021,0,0,48,107,328,425,113,1026,0
1400000US06037229410,6037229410,"Census Tract 2294.10, Los Angeles County, California",,230,4,25,9,64,74,39,15,0,216700,533,0,0,22,63,233,177,38,954,6
1400000US06037229420,6037229420,"Census Tract 2294.20, Los Angeles County, California",,414,0,0,16,0,116,218,40,24,343600,532,0,0,20,52,135,171,154,1138,0
1400000US06037231100,6037231100,"Census Tract 2311, Los Angeles County, California",,145,0,0,6,11,76,13,39,0,285100,497,0,0,42,169,195,44,47,794,0
1400000US06037231210,6037231210,"Census Tract 2312.10, Los Angeles County, California",,140,0,10,0,15,38,69,0,8,325900,1003,0,0,56,270,270,323,84,924,23
1400000US06037231220,6037231220,"Census Tract 2312.20, Los Angeles County, California",,132,0,0,18,0,77,19,18,0,266300,930,9,81,69,278,197,217,79,785,33
1400000US06037231300,6037231300,"Census Tract 2313, Los Angeles County, California",,367,29,0,13,40,26,175,84,0,360900,1002,0,52,19,132,338,376,85,969,0
1400000US06037231400,6037231400,"Census Tract 2314, Los Angeles County, California",,562,24,4,4,23,143,257,107,0,361900,640,22,76,0,63,126,241,112,1047,35
1400000US06037231500,6037231500,"Census Tract 2315, Los Angeles County, California",,1028,66,20,10,85,380,329,128,10,281600,374,0,28,55,142,44,74,31,693,43
1400000US06037231600,6037231600,"Census Tract 2316, Los Angeles County, California",,598,32,42,41,26,99,307,45,6,337300,1303,32,63,119,318,217,347,207,867,31
1400000US06037231710,6037231710,"Census Tract 2317.10, Los Angeles County, California",,77,0,0,0,0,30,33,14,0,325800,1138,0,20,71,266,386,294,101,918,36
1400000US06037231720,6037231720,"Census Tract 2317.20, Los Angeles County, California",,355,0,13,44,33,114,100,35,16,282100,991,17,132,54,133,265,301,89,868,33
1400000US06037231800,6037231800,"Census Tract 2318, Los Angeles County, California",,200,29,0,11,0,86,65,9,0,282700,1056,30,22,6,292,363,228,115,872,17
1400000US06037231900,6037231900,"Census Tract 2319, Los Angeles County, California",,311,0,0,33,7,142,75,54,0,282300,1052,22,0,70,212,360,278,110,882,9
1400000US06037232110,6037232110,"Census Tract 2321.10, Los Angeles County, California",,219,11,0,32,21,47,108,0,0,249500,549,0,0,29,193,158,106,63,788,0
1400000US06037232120,6037232120,"Census Tract 2321.20, Los Angeles County, California",,227,24,0,0,45,94,45,19,0,240500,971,0,13,66,195,276,352,69,942,29
1400000US06037232200,6037232200,"Census Tract 2322, Los Angeles County, California",,338,19,0,25,18,104,140,23,9,302800,533,0,0,60,136,143,143,51,932,23
1400000US06037232300,6037232300,"Census Tract 2323, Los Angeles County, California",,532,3,18,10,141,166,185,9,0,237900,484,0,0,44,52,155,138,95,993,60
1400000US06037232400,6037232400,"Census Tract 2324, Los Angeles County, California",,746,42,34,32,53,323,232,30,0,265500,1098,0,61,52,214,192,401,178,1036,70
1400000US06037232500,6037232500,"Census Tract 2325, Los Angeles County, California",,496,10,8,19,33,212,194,20,0,273000,899,0,66,106,67,185,389,86,1021,47
1400000US06037232600,6037232600,"Census Tract 2326, Los Angeles County, California",,789,23,19,86,90,281,241,49,0,245400,930,0,67,40,183,172,283,185,1004,46
1400000US06037232700,6037232700,"Census Tract 2327, Los Angeles County, California",,454,0,0,31,40,173,180,30,0,281900,1005,0,44,66,144,351,297,103,928,45
1400000US06037232800,6037232800,"Census Tract 2328, Los Angeles County, California",,361,4,0,42,12,115,176,12,0,306000,574,0,17,22,117,234,97,87,904,0
1400000US06037234000,6037234000,"Census Tract 2340, Los Angeles County, California",,1235,0,16,18,38,225,701,237,0,402200,751,0,48,17,143,160,249,134,1014,12
1400000US06037234200,6037234200,"Census Tract 2342, Los Angeles County, California",,729,61,20,0,28,21,375,224,0,422800,378,0,11,0,102,88,70,107,937,35
1400000US06037234300,6037234300,"Census Tract 2343, Los Angeles County, California",,425,47,38,11,11,23,227,68,0,420200,1811,0,31,99,147,405,771,358,1140,0
1400000US06037234501,6037234501,"Census Tract 2345.01, Los Angeles County, California",,389,14,7,11,32,159,140,26,0,277000,480,0,0,51,67,85,136,141,1123,32
1400000US06037234502,6037234502,"Census Tract 2345.02, Los Angeles County, California",,358,18,6,28,0,49,235,22,0,337500,664,0,21,114,27,132,264,106,1047,20
1400000US06037234600,6037234600,"Census Tract 2346, Los Angeles County, California",,895,56,0,28,106,126,364,174,41,364100,718,0,35,38,109,147,132,257,1127,49
1400000US06037234700,6037234700,"Census Tract 2347, Los Angeles County, California",,455,0,0,16,37,134,217,51,0,327900,913,0,19,111,126,250,376,31,973,56
1400000US06037234800,6037234800,"Census Tract 2348, Los Angeles County, California",,729,13,0,27,84,301,210,83,11,283300,331,0,0,0,10,110,132,79,1113,0
1400000US06037234901,6037234901,"Census Tract 2349.01, Los Angeles County, California",,131,0,0,0,9,32,90,0,0,341500,1005,0,95,68,90,448,293,11,887,0
1400000US06037234902,6037234902,"Census Tract 2349.02, Los Angeles County, California",,193,8,0,0,28,25,103,29,0,347300,1300,0,106,122,151,416,398,107,942,0
1400000US06037235100,6037235100,"Census Tract 2351, Los Angeles County, California",,1231,56,0,0,51,317,587,202,18,352000,464,0,0,0,19,60,193,192,1372,0
1400000US06037235201,6037235201,"Census Tract 2352.01, Los Angeles County, California",,663,23,11,0,65,230,219,108,7,301600,230,0,0,0,20,64,66,80,1250,49
1400000US06037235202,6037235202,"Census Tract 2352.02, Los Angeles County, California",,528,0,9,9,67,69,317,44,13,352900,1220,47,105,63,207,149,533,116,1026,37
1400000US06037236000,6037236000,"Census Tract 2360, Los Angeles County, California",,1607,0,14,18,96,331,359,731,58,489300,472,0,0,0,21,65,306,80,1343,0
1400000US06037236100,6037236100,"Census Tract 2361, Los Angeles County, California",,387,0,0,11,11,60,196,109,0,372900,2174,0,252,188,219,601,767,147,946,32
1400000US06037236202,6037236202,"Census Tract 2362.02, Los Angeles County, California",,24,0,0,24,0,0,0,0,0,123100,2110,26,168,135,181,781,776,43,948,15
1400000US06037236203,6037236203,"Census Tract 2362.03, Los Angeles County, California",,8,0,0,0,0,0,0,8,0,-,1473,31,68,50,96,585,592,51,964,0
1400000US06037236204,6037236204,"Census Tract 2362.04, Los Angeles County, California",,0,0,0,0,0,0,0,0,0,-,1273,0,0,83,76,482,571,61,999,0
1400000US06037236400,6037236400,"Census Tract 2364, Los Angeles County, California",,1021,12,9,21,52,64,220,633,10,586900,1002,0,0,0,10,207,427,358,1249,12
1400000US06037237101,6037237101,"Census Tract 2371.01, Los Angeles County, California",,352,0,6,30,47,101,120,41,7,294400,690,0,22,51,64,261,217,75,950,12
1400000US06037237102,6037237102,"Census Tract 2371.02, Los Angeles County, California",,330,29,0,0,41,128,80,52,0,270000,559,0,36,31,133,87,168,104,973,12
1400000US06037237201,6037237201,"Census Tract 2372.01, Los Angeles County, California",,454,15,0,65,47,124,185,18,0,286000,455,0,15,12,6,101,253,68,1124,28
1400000US06037237202,6037237202,"Census Tract 2372.02, Los Angeles County, California",,574,0,15,6,42,305,166,40,0,279600,701,0,34,107,116,116,239,89,969,30
1400000US06037237300,6037237300,"Census Tract 2373, Los Angeles County, California",,1036,18,0,48,109,509,268,84,0,263300,780,0,0,19,149,217,287,108,1008,23
1400000US06037237401,6037237401,"Census Tract 2374.01, Los Angeles County, California",,539,0,0,33,33,255,191,27,0,269300,425,0,0,52,109,97,134,33,869,20
1400000US06037237402,6037237402,"Census Tract 2374.02, Los Angeles County, California",,562,17,33,103,64,193,152,0,0,224200,441,17,69,83,114,47,44,67,661,12
1400000US06037237500,6037237500,"Census Tract 2375, Los Angeles County, California",,134,9,0,13,0,92,10,10,0,264400,632,0,39,0,125,139,242,87,1020,10
1400000US06037237600,6037237600,"Census Tract 2376, Los Angeles County, California",,318,0,0,36,8,121,97,56,0,295500,802,0,7,158,79,151,305,102,1005,50
1400000US06037237710,6037237710,"Census Tract 2377.10, Los Angeles County, California",,200,5,0,10,50,51,62,7,15,276500,759,0,28,79,85,204,246,117,977,12
1400000US06037237720,6037237720,"Census Tract 2377.20, Los Angeles County, California",,108,0,0,15,55,18,20,0,0,190700,716,20,32,4,89,233,298,40,980,15
1400000US06037237800,6037237800,"Census Tract 2378, Los Angeles County, California",,790,0,0,8,37,294,336,105,10,330400,447,12,0,64,88,18,137,128,1268,49
1400000US06037237900,6037237900,"Census Tract 2379, Los Angeles County, California",,795,42,46,12,30,243,344,78,0,309600,472,0,0,0,62,166,95,149,1063,10
1400000US06037238000,6037238000,"Census Tract 2380, Los Angeles County, California",,1367,89,8,97,103,427,532,111,0,292600,707,0,0,177,53,164,151,162,895,9
1400000US06037238100,6037238100,"Census Tract 2381, Los Angeles County, California",,923,16,9,10,21,281,527,59,0,331100,778,0,46,94,74,221,250,93,976,7
1400000US06037238200,6037238200,"Census Tract 2382, Los Angeles County, California",,713,53,0,27,39,181,296,45,72,320800,1327,0,63,12,249,249,550,204,1073,11
1400000US06037238310,6037238310,"Census Tract 2383.10, Los Angeles County, California",,177,0,0,0,44,11,98,24,0,341900,1128,29,52,40,207,354,336,110,935,17
1400000US06037238320,6037238320,"Census Tract 2383.20, Los Angeles County, California",,191,0,0,0,44,49,84,14,0,303800,773,45,0,28,148,295,200,57,927,0
1400000US06037238400,6037238400,"Census Tract 2384, Los Angeles County, California",,933,29,0,9,57,344,421,47,26,308300,722,0,28,35,167,298,136,58,853,23
1400000US06037239201,6037239201,"Census Tract 2392.01, Los Angeles County, California",,208,2,9,0,4,124,49,20,0,279700,603,0,0,15,103,142,208,135,1084,14
1400000US06037239202,6037239202,"Census Tract 2392.02, Los Angeles County, California",,385,24,22,7,121,92,34,85,0,215700,594,0,0,0,0,172,272,150,1151,24
1400000US06037239310,6037239310,"Census Tract 2393.10, Los Angeles County, California",,262,0,28,0,17,64,153,0,0,321200,692,0,8,49,155,175,228,77,894,0
1400000US06037239320,6037239320,"Census Tract 2393.20, Los Angeles County, California",,295,18,0,60,8,101,89,9,10,262000,569,0,12,27,62,214,190,64,963,0
