GEO.id,GEO.id2,GEO.display-label,,HC01_VC116,HC01_VC117,HC01_VC118,HC01_VC119,HC01_VC120,HC01_VC121,HC01_VC122,HC01_VC123,HC01_VC124,HC01_VC125,HC01_VC177,HC01_VC178,HC01_VC179,HC01_VC180,HC01_VC181,HC01_VC182,HC01_VC183,HC01_VC184,HC01_VC185,HC01_VC187,,,HC01_VC118,HC01_VC119,HC01_VC120,HC01_VC121,HC01_VC122,HC01_VC123,HC01_VC124,HC01_VC125,HC01_VC126,HC01_VC127,,,HC01_VC119,HC01_VC120,HC01_VC121,HC01_VC122,HC01_VC123,HC01_VC124,HC01_VC125,HC01_VC126,HC01_VC127,HC01_VC128
Id,Id2,Geography,Census ID,Estimate; VALUE - Owner-occupied units,"Estimate; VALUE - Less than $50,000","Estimate; VALUE - $50,000 to $99,999","Estimate; VALUE - $100,000 to $149,999","Estimate; VALUE - $150,000 to $199,999","Estimate; VALUE - $200,000 to $299,999","Estimate; VALUE - $300,000 to $499,999","Estimate; VALUE - $500,000 to $999,999","Estimate; VALUE - $1,000,000 or more",Estimate; VALUE - Median (dollars),Estimate; GROSS RENT - Occupied units paying rent,Estimate; GROSS RENT - Less than $200,Estimate; GROSS RENT - $200 to $299,Estimate; GROSS RENT - $300 to $499,Estimate; GROSS RENT - $500 to $749,Estimate; GROSS RENT - $750 to $999,"Estimate; GROSS RENT - $1,000 to $1,499","Estimate; GROSS RENT - $1,500 or more",Estimate; GROSS RENT - Median (dollars),Estimate; GROSS RENT - No rent paid,,,Estimate; VALUE - Owner-occupied units,"Estimate; VALUE - Owner-occupied units - Less than $50,000","Estimate; VALUE - Owner-occupied units - $50,000 to $99,999","Estimate; VALUE - Owner-occupied units - $100,000 to $149,999","Estimate; VALUE - Owner-occupied units - $150,000 to $199,999","Estimate; VALUE - Owner-occupied units - $200,000 to $299,999","Estimate; VALUE - Owner-occupied units - $300,000 to $499,999","Estimate; VALUE - Owner-occupied units - $500,000 to $999,999","Estimate; VALUE - Owner-occupied units - $1,000,000 or more",Estimate; VALUE - Owner-occupied units - Median (dollars),,,Estimate; VALUE - Owner-occupied units,"Estimate; VALUE - Owner-occupied units - Less than $50,000","Estimate; VALUE - Owner-occupied units - $50,000 to $99,999","Estimate; VALUE - Owner-occupied units - $100,000 to $149,999","Estimate; VALUE - Owner-occupied units - $150,000 to $199,999","Estimate; VALUE - Owner-occupied units - $200,000 to $299,999","Estimate; VALUE - Owner-occupied units - $300,000 to $499,999","Estimate; VALUE - Owner-occupied units - $500,000 to $999,999","Estimate; VALUE - Owner-occupied units - $1,000,000 or more",Estimate; VALUE - Owner-occupied units - Median (dollars)
1400000US06037104204,6037104204,"Census Tract 1042.04, Los Angeles County, California",,418,112,22,23,8,80,155,18,0,266000,258,0,9,35,17,63,95,39,1018,9,,,437,79,58,4,7,131,137,5,16,271500,,,492,126,33,6,5,81,200,25,16,295800
1400000US06037104310,6037104310,"Census Tract 1043.10, Los Angeles County, California",,590,5,7,33,67,168,261,49,0,307500,226,0,0,0,20,8,6,192,1706,24,,,528,4,8,28,13,235,224,16,0,289100,,,578,15,5,21,4,157,357,19,0,333100
1400000US06037104320,6037104320,"Census Tract 1043.20, Los Angeles County, California",,660,27,10,98,75,185,248,17,0,256700,451,14,51,34,35,18,50,249,1606,9,,,505,16,3,74,65,168,179,0,0,252300,,,516,43,0,50,16,197,176,21,13,279800
1400000US06037104401,6037104401,"Census Tract 1044.01, Los Angeles County, California",,409,11,6,0,25,128,221,0,18,320500,171,0,0,12,26,19,38,76,1375,12,,,421,0,5,0,32,153,216,0,15,313700,,,420,0,5,0,38,92,279,6,0,336900
1400000US06037104403,6037104403,"Census Tract 1044.03, Los Angeles County, California",,339,41,0,22,12,176,73,15,0,258400,253,0,0,15,0,14,135,89,1392,0,,,412,20,14,32,29,184,106,27,0,259000,,,439,18,15,29,48,105,201,23,0,303400
1400000US06037104404,6037104404,"Census Tract 1044.04, Los Angeles County, California",,279,5,18,0,24,66,128,38,0,331900,349,0,0,0,25,139,169,16,1025,0,,,288,14,15,0,20,99,114,26,0,297800,,,291,16,0,0,14,73,176,12,0,332200
1400000US06037104500,6037104500,"Census Tract 1045, Los Angeles County, California",,358,16,0,2,21,129,182,8,0,307700,315,0,0,9,27,80,111,88,1192,5,,,341,22,0,8,18,77,216,0,0,323200,,,386,18,0,0,14,52,297,5,0,349300
1400000US06037104610,6037104610,"Census Tract 1046.10, Los Angeles County, California",,336,11,9,8,24,141,107,36,0,276900,334,0,0,0,34,41,92,167,1500,33,,,376,12,0,15,21,208,103,17,0,271400,,,425,12,12,0,51,193,143,14,0,280500
1400000US06037104620,6037104620,"Census Tract 1046.20, Los Angeles County, California",,467,0,0,45,40,268,114,0,0,249500,272,0,0,0,96,29,109,38,1042,0,,,446,9,0,41,22,245,115,14,0,248400,,,435,13,10,0,12,175,202,23,0,305100
1400000US06037104701,6037104701,"Census Tract 1047.01, Los Angeles County, California",,236,0,0,0,26,104,70,36,0,282900,637,0,31,125,118,219,93,51,840,5,,,270,5,0,0,30,88,112,35,0,312100,,,227,9,0,0,17,74,127,0,0,312500
1400000US06037104703,6037104703,"Census Tract 1047.03, Los Angeles County, California",,217,56,33,0,20,92,16,0,0,174400,254,0,0,3,23,45,183,0,1187,13,,,234,61,26,5,13,108,12,0,9,209400,,,208,35,13,13,11,79,49,0,8,255700
1400000US06037104704,6037104704,"Census Tract 1047.04, Los Angeles County, California",,662,175,45,63,44,93,158,84,0,214300,416,0,0,0,52,32,192,140,1347,0,,,685,202,28,40,131,93,186,5,0,168300,,,654,226,42,17,57,159,137,16,0,184400
1400000US06037104810,6037104810,"Census Tract 1048.10, Los Angeles County, California",,654,0,37,7,44,283,256,27,0,287600,384,0,0,0,5,0,204,175,1453,7,,,642,15,0,6,31,302,260,28,0,292900,,,691,22,0,8,3,245,365,48,0,330000
1400000US06037104821,6037104821,"Census Tract 1048.21, Los Angeles County, California",,285,11,0,0,14,99,149,12,0,314300,439,0,15,0,27,78,277,42,1232,0,,,263,4,0,0,22,86,116,25,10,320100,,,402,18,0,0,22,98,197,54,13,345700
1400000US06037104822,6037104822,"Census Tract 1048.22, Los Angeles County, California",,184,25,0,0,0,102,57,0,0,277000,340,26,41,28,22,0,125,98,1320,0,,,228,0,0,0,12,103,113,0,0,299300,,,232,0,0,0,13,34,167,18,0,365100
1400000US06037106010,6037106010,"Census Tract 1060.10, Los Angeles County, California",,709,27,0,0,7,116,338,205,16,396900,142,0,0,15,0,0,47,80,1563,0,,,657,14,0,0,27,105,403,103,5,379000,,,706,10,0,0,22,60,438,172,4,431100
1400000US06037106020,6037106020,"Census Tract 1060.20, Los Angeles County, California",,999,0,6,15,16,150,592,210,10,373200,205,0,0,0,0,41,18,146,"2,000+",20,,,1199,32,18,0,22,237,749,141,0,360400,,,1204,43,10,0,20,133,733,248,17,412200
1400000US06037106111,6037106111,"Census Tract 1061.11, Los Angeles County, California",,1141,29,184,102,50,74,611,91,0,331600,228,0,0,0,0,38,0,190,1836,46,,,1263,55,218,59,44,101,700,86,0,332500,,,1200,75,133,62,36,64,610,220,0,370800
1400000US06037106112,6037106112,"Census Tract 1061.12, Los Angeles County, California",,1329,9,15,11,68,298,781,147,0,355900,142,0,0,0,20,60,10,52,985,12,,,1297,6,2,17,55,390,776,51,0,337700,,,1253,8,28,5,0,330,701,175,6,399800
1400000US06037106113,6037106113,"Census Tract 1061.13, Los Angeles County, California",,764,0,0,53,0,211,474,21,5,337800,115,0,0,5,35,0,25,50,1313,28,,,777,0,7,59,19,174,486,25,7,346900,,,781,0,7,33,26,105,518,79,13,388500
1400000US06037106114,6037106114,"Census Tract 1061.14, Los Angeles County, California",,690,0,0,64,122,302,142,60,0,267400,828,0,11,8,57,191,408,153,1148,9,,,619,0,0,85,151,236,113,28,6,256100,,,646,12,0,50,136,173,231,34,10,277400
1400000US06037106403,6037106403,"Census Tract 1064.03, Los Angeles County, California",,577,26,0,10,76,195,230,40,0,291200,112,0,0,0,0,0,33,79,1883,13,,,626,36,0,12,64,247,234,20,13,282200,,,640,23,0,5,39,139,390,28,16,344000
1400000US06037106405,6037106405,"Census Tract 1064.05, Los Angeles County, California",,633,0,9,77,58,222,189,78,0,277700,339,0,0,0,70,39,160,70,1153,24,,,597,17,13,78,95,199,132,63,0,255000,,,464,17,13,48,70,110,89,109,8,281900
1400000US06037106406,6037106406,"Census Tract 1064.06, Los Angeles County, California",,1242,17,46,132,183,181,437,246,0,316800,197,0,0,0,36,36,41,84,1342,0,,,1171,49,50,111,162,183,431,185,0,308100,,,1174,85,26,71,141,196,521,134,0,321100
1400000US06037106407,6037106407,"Census Tract 1064.07, Los Angeles County, California",,248,0,9,114,86,0,39,0,0,150500,507,21,18,28,26,99,225,90,1237,9,,,239,0,24,69,117,29,0,0,0,160400,,,265,5,29,34,58,122,5,12,0,203800
1400000US06037106408,6037106408,"Census Tract 1064.08, Los Angeles County, California",,267,0,0,33,83,72,79,0,0,233700,705,4,14,23,63,80,475,46,1161,8,,,174,5,0,23,57,67,22,0,0,210000,,,174,4,0,14,48,72,36,0,0,250000
1400000US06037106510,6037106510,"Census Tract 1065.10, Los Angeles County, California",,1000,54,32,0,0,104,550,227,33,414300,445,0,0,0,0,0,252,193,1462,0,,,1030,53,16,0,0,108,670,183,0,400900,,,1033,53,24,0,0,61,525,370,0,441900
1400000US06037106520,6037106520,"Census Tract 1065.20, Los Angeles County, California",,1031,109,104,39,65,251,393,70,0,278800,257,0,0,4,28,110,11,104,979,28,,,959,150,82,23,105,181,302,106,10,269600,,,908,119,97,15,68,105,414,75,15,323300
1400000US06037106603,6037106603,"Census Tract 1066.03, Los Angeles County, California",,914,0,0,6,0,30,140,729,9,609300,102,0,0,0,0,0,8,94,"2,000+",0,,,830,13,0,4,8,11,124,658,12,602300,,,836,21,0,0,11,9,61,709,25,621900
1400000US06037106604,6037106604,"Census Tract 1066.04, Los Angeles County, California",,491,0,0,0,15,120,240,104,12,371800,609,0,11,7,24,138,279,150,1141,0,,,510,0,0,0,14,99,322,75,0,384000,,,507,0,0,0,7,84,277,126,13,425200
1400000US06037106641,6037106641,"Census Tract 1066.41, Los Angeles County, California",,704,16,0,13,0,44,174,443,14,569800,23,0,0,0,0,0,0,23,"2,000+",24,,,660,5,0,4,0,36,201,403,11,556200,,,672,4,6,0,0,6,129,514,13,604700
1400000US06037106642,6037106642,"Census Tract 1066.42, Los Angeles County, California",,996,4,0,0,0,9,319,653,11,570200,69,0,0,0,0,0,38,31,1456,10,,,1014,15,0,0,0,37,391,567,4,528800,,,930,10,9,0,0,43,319,526,23,540800
1400000US06037106643,6037106643,"Census Tract 1066.43, Los Angeles County, California",,1318,14,0,0,0,42,128,929,205,777900,22,0,0,10,0,0,12,0,1271,0,,,1219,14,0,0,0,24,84,892,205,788400,,,1232,0,0,0,0,0,56,914,262,804600
1400000US06037106645,6037106645,"Census Tract 1066.45, Los Angeles County, California",,1083,0,0,20,0,25,344,694,0,580100,51,0,0,0,12,14,0,25,996,11,,,1099,10,0,21,0,10,359,694,5,576400,,,1022,7,6,10,0,9,175,808,7,634800
1400000US06037106646,6037106646,"Census Tract 1066.46, Los Angeles County, California",,879,0,7,0,7,10,584,271,0,444900,72,0,0,0,0,0,10,62,"2,000+",0,,,827,0,0,0,5,36,526,255,5,449700,,,816,0,13,0,3,31,444,318,7,473200
1400000US06037106648,6037106648,"Census Tract 1066.48, Los Angeles County, California",,494,96,0,0,7,123,251,17,0,316200,421,0,0,23,41,189,106,62,948,0,,,497,116,4,0,9,75,283,10,0,326600,,,458,71,7,0,0,72,293,10,5,348200
1400000US06037106649,6037106649,"Census Tract 1066.49, Los Angeles County, California",,584,6,0,11,8,55,389,115,0,391400,85,0,0,6,0,0,6,73,1709,19,,,609,0,0,21,0,87,434,67,0,376500,,,576,0,0,13,7,52,390,114,0,392300
1400000US06037107010,6037107010,"Census Tract 1070.10, Los Angeles County, California",,524,6,0,43,16,138,290,31,0,325000,217,0,0,0,31,0,102,84,1430,0,,,548,10,0,9,19,191,277,42,0,318100,,,553,6,0,17,5,151,323,51,0,342000
1400000US06037107020,6037107020,"Census Tract 1070.20, Los Angeles County, California",,1000,28,10,57,124,254,429,87,11,307900,267,0,0,0,7,13,118,129,1486,6,,,930,43,10,40,88,266,434,29,20,304500,,,899,44,0,41,25,128,582,57,22,351100
1400000US06037108101,6037108101,"Census Tract 1081.01, Los Angeles County, California",,748,0,35,0,0,12,128,569,4,596600,56,0,0,0,0,0,0,56,"2,000+",9,,,673,7,41,0,0,15,120,485,5,588800,,,667,6,10,0,0,0,54,592,5,651400
1400000US06037108102,6037108102,"Census Tract 1081.02, Los Angeles County, California",,1010,0,11,29,7,31,251,652,29,592200,188,0,0,12,0,5,0,171,"2,000+",45,,,1018,8,14,27,7,35,294,605,28,562400,,,998,7,17,0,0,21,340,613,0,567200
1400000US06037108103,6037108103,"Census Tract 1081.03, Los Angeles County, California",,997,0,0,0,10,0,52,886,49,714400,97,0,0,0,0,0,0,97,"2,000+",0,,,954,7,0,0,13,0,52,868,14,719600,,,863,15,0,0,8,0,33,736,71,783400
1400000US06037108104,6037108104,"Census Tract 1081.04, Los Angeles County, California",,568,0,0,2,0,15,66,478,7,620200,31,0,0,0,0,0,0,31,"2,000+",1,,,567,6,0,0,0,12,39,503,7,629600,,,533,5,0,0,0,7,17,504,0,641000
1400000US06037108201,6037108201,"Census Tract 1082.01, Los Angeles County, California",,1684,11,15,0,0,32,226,1343,57,626100,223,0,0,0,0,0,0,223,"2,000+",26,,,1510,19,25,0,0,13,323,1107,23,602500,,,1424,0,21,0,0,0,185,1164,54,644600
1400000US06037108202,6037108202,"Census Tract 1082.02, Los Angeles County, California",,1118,18,0,0,0,9,195,614,282,821500,613,0,0,0,11,12,244,346,1643,103,,,1263,45,0,0,0,19,262,770,167,722000,,,1383,24,0,0,0,8,229,945,177,738100
1400000US06037109100,6037109100,"Census Tract 1091, Los Angeles County, California",,633,44,160,23,6,140,205,51,4,278400,83,0,29,0,0,16,5,33,968,0,,,540,70,131,6,0,104,197,28,4,278000,,,555,35,122,6,6,55,287,38,6,338500
1400000US06037109200,6037109200,"Census Tract 1092, Los Angeles County, California",,702,0,5,0,45,125,476,41,10,356600,192,0,0,0,9,0,27,156,1754,7,,,667,48,5,0,18,108,458,30,0,348100,,,723,48,4,0,7,92,466,106,0,396600
1400000US06037109300,6037109300,"Census Tract 1093, Los Angeles County, California",,708,9,13,6,34,67,541,38,0,361500,145,0,0,0,0,0,3,142,"2,000+",23,,,716,18,0,4,35,61,550,48,0,360500,,,700,6,0,5,8,28,556,87,10,394100
1400000US06037109400,6037109400,"Census Tract 1094, Los Angeles County, California",,794,93,22,47,0,217,320,77,18,307300,261,0,0,0,0,8,12,241,1928,16,,,847,79,27,50,0,160,487,44,0,331900,,,836,62,55,21,0,114,514,64,6,349900
1400000US06037109500,6037109500,"Census Tract 1095, Los Angeles County, California",,601,9,10,35,32,156,297,62,0,326200,431,0,0,0,30,52,179,170,1418,19,,,634,22,27,38,21,167,348,11,0,313300,,,609,12,20,59,16,134,326,42,0,322500
1400000US06037109601,6037109601,"Census Tract 1096.01, Los Angeles County, California",,886,16,6,21,0,197,540,106,0,347900,393,0,0,0,23,17,124,229,1643,0,,,913,26,4,3,9,170,632,69,0,343200,,,948,22,4,0,7,123,670,112,10,372400
1400000US06037109603,6037109603,"Census Tract 1096.03, Los Angeles County, California",,737,0,0,11,32,243,350,93,8,341900,573,0,0,52,0,221,193,107,1024,0,,,691,10,0,19,39,206,365,44,8,326300,,,736,12,0,27,14,153,433,97,0,357700
1400000US06037109604,6037109604,"Census Tract 1096.04, Los Angeles County, California",,714,4,19,0,7,206,407,59,12,339900,216,0,0,0,51,99,21,45,841,7,,,637,8,7,8,20,180,406,8,0,335400,,,666,20,0,14,22,95,453,54,8,365500
1400000US06037109700,6037109700,"Census Tract 1097, Los Angeles County, California",,1021,42,0,11,54,107,649,158,0,379300,270,0,0,8,20,0,54,188,1849,15,,,1015,23,0,11,53,146,647,135,0,394700,,,1152,23,0,11,31,189,558,340,0,437100
1400000US06037109800,6037109800,"Census Tract 1098, Los Angeles County, California",,1100,25,11,0,0,138,806,120,0,382500,240,13,13,0,13,0,60,141,1800,11,,,1158,24,10,0,0,132,887,94,11,377800,,,1252,0,10,0,0,44,932,256,10,420000
1400000US06037111100,6037111100,"Census Tract 1111, Los Angeles County, California",,716,6,20,7,9,53,413,208,0,424600,238,0,0,0,19,16,81,122,1533,18,,,688,13,0,0,4,50,498,123,0,400500,,,819,27,0,11,4,59,556,162,0,424300
1400000US06037111201,6037111201,"Census Tract 1112.01, Los Angeles County, California",,968,20,9,0,6,48,588,297,0,448600,117,0,0,0,0,0,37,80,"2,000+",0,,,988,42,10,0,14,32,510,380,0,462600,,,983,16,15,0,34,42,420,456,0,486900
