GEO.id,GEO.id2,GEO.display-label,,HC01_VC116,HC01_VC117,HC01_VC118,HC01_VC119,HC01_VC120,HC01_VC121,HC01_VC122,HC01_VC123,HC01_VC124,HC01_VC125,HC01_VC177,HC01_VC178,HC01_VC179,HC01_VC180,HC01_VC181,HC01_VC182,HC01_VC183,HC01_VC184,HC01_VC185,HC01_VC187,,,HC01_VC118,HC01_VC119,HC01_VC120,HC01_VC121,HC01_VC122,HC01_VC123,HC01_VC124,HC01_VC125,HC01_VC126,HC01_VC127,,,HC01_VC119,HC01_VC120,HC01_VC121,HC01_VC122,HC01_VC123,HC01_VC124,HC01_VC125,HC01_VC126,HC01_VC127,HC01_VC128
Id,Id2,Geography,Census ID,Estimate; VALUE - Owner-occupied units,"Estimate; VALUE - Less than $50,000","Estimate; VALUE - $50,000 to $99,999","Estimate; VALUE - $100,000 to $149,999","Estimate; VALUE - $150,000 to $199,999","Estimate; VALUE - $200,000 to $299,999","Estimate; VALUE - $300,000 to $499,999","Estimate; VALUE - $500,000 to $999,999","Estimate; VALUE - $1,000,000 or more",Estimate; VALUE - Median (dollars),Estimate; GROSS RENT - Occupied units paying rent,Estimate; GROSS RENT - Less than $200,Estimate; GROSS RENT - $200 to $299,Estimate; GROSS RENT - $300 to $499,Estimate; GROSS RENT - $500 to $749,Estimate; GROSS RENT - $750 to $999,"Estimate; GROSS RENT - $1,000 to $1,499","Estimate; GROSS RENT - $1,500 or more",Estimate; GROSS RENT - Median (dollars),Estimate; GROSS RENT - No rent paid,,,Estimate; VALUE - Owner-occupied units,"Estimate; VALUE - Owner-occupied units - Less than $50,000","Estimate; VALUE - Owner-occupied units - $50,000 to $99,999","Estimate; VALUE - Owner-occupied units - $100,000 to $149,999","Estimate; VALUE - Owner-occupied units - $150,000 to $199,999","Estimate; VALUE - Owner-occupied units - $200,000 to $299,999","Estimate; VALUE - Owner-occupied units - $300,000 to $499,999","Estimate; VALUE - Owner-occupied units - $500,000 to $999,999","Estimate; VALUE - Owner-occupied units - $1,000,000 or more",Estimate; VALUE - Owner-occupied units - Median (dollars),,,Estimate; VALUE - Owner-occupied units,"Estimate; VALUE - Owner-occupied units - Less than $50,000","Estimate; VALUE - Owner-occupied units - $50,000 to $99,999","Estimate; VALUE - Owner-occupied units - $100,000 to $149,999","Estimate; VALUE - Owner-occupied units - $150,000 to $199,999","Estimate; VALUE - Owner-occupied units - $200,000 to $299,999","Estimate; VALUE - Owner-occupied units - $300,000 to $499,999","Estimate; VALUE - Owner-occupied units - $500,000 to $999,999","Estimate; VALUE - Owner-occupied units - $1,000,000 or more",Estimate; VALUE - Owner-occupied units - Median (dollars)
1400000US06037228600,6037228600,"Census Tract 2286, Los Angeles County, California",,278,10,10,14,26,65,135,18,0,317700,681,0,17,43,105,177,236,103,997,0,,,172,0,22,8,24,68,50,0,0,226200,,,176,0,20,0,23,83,41,9,0,234100
1400000US06037228710,6037228710,"Census Tract 2287.10, Los Angeles County, California",,264,1,0,38,11,107,107,0,0,269500,662,41,23,21,120,109,268,80,1029,0,,,316,0,3,44,16,150,82,21,0,267300,,,246,0,5,5,13,79,121,23,0,327600
1400000US06037228720,6037228720,"Census Tract 2287.20, Los Angeles County, California",,268,49,0,10,31,105,52,0,21,261400,701,0,22,8,79,135,284,173,1130,24,,,278,19,0,11,30,157,57,4,0,248800,,,271,7,0,17,13,124,102,8,0,282000
1400000US06037228800,6037228800,"Census Tract 2288, Los Angeles County, California",,396,0,10,54,101,70,130,31,0,240200,791,0,25,179,141,199,140,107,818,25,,,296,8,0,10,80,74,89,35,0,268400,,,400,7,0,0,80,106,170,29,8,305000
1400000US06037228900,6037228900,"Census Tract 2289, Los Angeles County, California",,171,0,0,11,38,37,85,0,0,249300,618,53,57,137,134,133,73,31,586,12,,,148,0,0,24,39,26,59,0,0,239300,,,126,0,0,39,6,20,56,5,0,287500
1400000US06037229100,6037229100,"Census Tract 2291, Los Angeles County, California",,413,8,10,0,46,180,155,14,0,276300,487,0,0,0,147,62,221,57,1057,21,,,384,19,10,13,88,190,51,13,0,223800,,,337,28,0,17,86,115,76,15,0,226800
1400000US06037229200,6037229200,"Census Tract 2292, Los Angeles County, California",,337,7,0,24,46,141,119,0,0,272200,780,0,92,10,173,310,147,48,864,0,,,354,7,0,25,43,138,130,0,11,276300,,,345,0,13,0,42,81,186,13,10,319600
1400000US06037229300,6037229300,"Census Tract 2293, Los Angeles County, California",,175,0,0,12,26,30,80,27,0,351300,1021,0,0,48,107,328,425,113,1026,0,,,196,0,0,16,29,67,66,18,0,281100,,,286,0,0,47,20,66,94,59,0,320000
1400000US06037229410,6037229410,"Census Tract 2294.10, Los Angeles County, California",,230,4,25,9,64,74,39,15,0,216700,533,0,0,22,63,233,177,38,954,6,,,191,5,21,12,38,76,28,11,0,217100,,,157,0,14,7,36,55,41,4,0,230700
1400000US06037229420,6037229420,"Census Tract 2294.20, Los Angeles County, California",,414,0,0,16,0,116,218,40,24,343600,532,0,0,20,52,135,171,154,1138,0,,,384,0,7,18,0,120,221,18,0,326700,,,403,0,8,7,25,142,196,25,0,311300
1400000US06037231100,6037231100,"Census Tract 2311, Los Angeles County, California",,145,0,0,6,11,76,13,39,0,285100,497,0,0,42,169,195,44,47,794,0,,,88,0,0,6,21,44,17,0,0,261400,,,70,0,0,4,12,6,48,0,0,327100
1400000US06037231210,6037231210,"Census Tract 2312.10, Los Angeles County, California",,140,0,10,0,15,38,69,0,8,325900,1003,0,0,56,270,270,323,84,924,23,,,200,0,0,0,37,77,50,28,8,290100,,,246,0,0,7,41,90,67,32,9,290400
1400000US06037231220,6037231220,"Census Tract 2312.20, Los Angeles County, California",,132,0,0,18,0,77,19,18,0,266300,930,9,81,69,278,197,217,79,785,33,,,58,0,0,0,0,50,8,0,0,241400,,,91,0,0,0,8,29,54,0,0,321300
1400000US06037231300,6037231300,"Census Tract 2313, Los Angeles County, California",,367,29,0,13,40,26,175,84,0,360900,1002,0,52,19,132,338,376,85,969,0,,,358,26,0,3,7,105,176,41,0,328600,,,446,8,0,0,29,203,160,46,0,291100
1400000US06037231400,6037231400,"Census Tract 2314, Los Angeles County, California",,562,24,4,4,23,143,257,107,0,361900,640,22,76,0,63,126,241,112,1047,35,,,550,5,6,8,47,211,266,7,0,298600,,,598,0,14,0,35,157,306,86,0,357400
1400000US06037231500,6037231500,"Census Tract 2315, Los Angeles County, California",,1028,66,20,10,85,380,329,128,10,281600,374,0,28,55,142,44,74,31,693,43,,,858,15,22,0,99,405,259,46,12,274300,,,753,17,20,0,78,257,313,62,6,301900
1400000US06037231600,6037231600,"Census Tract 2316, Los Angeles County, California",,598,32,42,41,26,99,307,45,6,337300,1303,32,63,119,318,217,347,207,867,31,,,501,24,25,21,15,188,217,11,0,289600,,,462,51,0,10,16,145,207,33,0,311100
1400000US06037231710,6037231710,"Census Tract 2317.10, Los Angeles County, California",,77,0,0,0,0,30,33,14,0,325800,1138,0,20,71,266,386,294,101,918,36,,,125,0,0,0,19,57,21,28,0,283500,,,175,0,0,15,23,59,35,41,2,290700
1400000US06037231720,6037231720,"Census Tract 2317.20, Los Angeles County, California",,355,0,13,44,33,114,100,35,16,282100,991,17,132,54,133,265,301,89,868,33,,,363,0,20,28,33,155,104,23,0,274500,,,256,0,29,6,24,105,92,0,0,268400
1400000US06037231800,6037231800,"Census Tract 2318, Los Angeles County, California",,200,29,0,11,0,86,65,9,0,282700,1056,30,22,6,292,363,228,115,872,17,,,198,0,0,11,0,92,86,9,0,297300,,,214,0,0,0,0,71,117,19,7,333000
1400000US06037231900,6037231900,"Census Tract 2319, Los Angeles County, California",,311,0,0,33,7,142,75,54,0,282300,1052,22,0,70,212,360,278,110,882,9,,,328,0,0,36,7,190,87,8,0,275000,,,314,8,0,52,10,126,80,38,0,280300
1400000US06037232110,6037232110,"Census Tract 2321.10, Los Angeles County, California",,219,11,0,32,21,47,108,0,0,249500,549,0,0,29,193,158,106,63,788,0,,,185,0,0,27,21,82,51,4,0,241200,,,180,0,0,17,0,84,70,9,0,290200
1400000US06037232120,6037232120,"Census Tract 2321.20, Los Angeles County, California",,227,24,0,0,45,94,45,19,0,240500,971,0,13,66,195,276,352,69,942,29,,,260,10,0,9,39,95,90,17,0,283300,,,253,0,0,15,13,97,121,7,0,302100
1400000US06037232200,6037232200,"Census Tract 2322, Los Angeles County, California",,338,19,0,25,18,104,140,23,9,302800,533,0,0,60,136,143,143,51,932,23,,,341,8,0,25,23,177,86,22,0,281500,,,261,7,0,0,5,87,127,35,0,338900
1400000US06037232300,6037232300,"Census Tract 2323, Los Angeles County, California",,532,3,18,10,141,166,185,9,0,237900,484,0,0,44,52,155,138,95,993,60,,,570,0,9,7,58,239,220,28,9,288000,,,646,0,11,3,0,197,382,46,7,348500
1400000US06037232400,6037232400,"Census Tract 2324, Los Angeles County, California",,746,42,34,32,53,323,232,30,0,265500,1098,0,61,52,214,192,401,178,1036,70,,,841,45,20,49,44,427,210,46,0,270600,,,860,41,0,13,17,331,398,60,0,309200
1400000US06037232500,6037232500,"Census Tract 2325, Los Angeles County, California",,496,10,8,19,33,212,194,20,0,273000,899,0,66,106,67,185,389,86,1021,47,,,413,0,9,16,19,177,182,7,3,287700,,,594,0,0,21,22,238,302,7,4,307500
1400000US06037232600,6037232600,"Census Tract 2326, Los Angeles County, California",,789,23,19,86,90,281,241,49,0,245400,930,0,67,40,183,172,283,185,1004,46,,,698,16,10,44,119,313,186,10,0,244000,,,749,11,11,16,62,311,323,15,0,289900
1400000US06037232700,6037232700,"Census Tract 2327, Los Angeles County, California",,454,0,0,31,40,173,180,30,0,281900,1005,0,44,66,144,351,297,103,928,45,,,479,7,19,9,57,192,184,11,0,269500,,,465,4,28,0,22,141,262,8,0,323600
1400000US06037232800,6037232800,"Census Tract 2328, Los Angeles County, California",,361,4,0,42,12,115,176,12,0,306000,574,0,17,22,117,234,97,87,904,0,,,316,18,0,36,13,153,96,0,0,253700,,,276,11,0,15,5,127,115,3,0,288500
1400000US06037234000,6037234000,"Census Tract 2340, Los Angeles County, California",,1235,0,16,18,38,225,701,237,0,402200,751,0,48,17,143,160,249,134,1014,12,,,1275,0,14,25,35,271,764,161,5,356700,,,1307,0,0,10,18,234,689,336,20,400500
1400000US06037234200,6037234200,"Census Tract 2342, Los Angeles County, California",,729,61,20,0,28,21,375,224,0,422800,378,0,11,0,102,88,70,107,937,35,,,649,24,10,10,23,62,398,122,0,401200,,,682,0,0,18,14,52,276,322,0,488500
1400000US06037234300,6037234300,"Census Tract 2343, Los Angeles County, California",,425,47,38,11,11,23,227,68,0,420200,1811,0,31,99,147,405,771,358,1140,0,,,370,21,15,14,15,37,192,76,0,378300,,,503,22,0,13,0,47,254,167,0,453800
1400000US06037234501,6037234501,"Census Tract 2345.01, Los Angeles County, California",,389,14,7,11,32,159,140,26,0,277000,480,0,0,51,67,85,136,141,1123,32,,,443,13,11,13,29,229,142,6,0,274300,,,574,14,11,14,6,245,269,7,8,299100
1400000US06037234502,6037234502,"Census Tract 2345.02, Los Angeles County, California",,358,18,6,28,0,49,235,22,0,337500,664,0,21,114,27,132,264,106,1047,20,,,436,17,15,7,22,89,259,26,1,328900,,,329,0,16,7,25,49,217,7,8,336900
1400000US06037234600,6037234600,"Census Tract 2346, Los Angeles County, California",,895,56,0,28,106,126,364,174,41,364100,718,0,35,38,109,147,132,257,1127,49,,,830,25,0,42,98,93,437,87,48,368000,,,993,35,0,0,40,101,621,159,37,389800
1400000US06037234700,6037234700,"Census Tract 2347, Los Angeles County, California",,455,0,0,16,37,134,217,51,0,327900,913,0,19,111,126,250,376,31,973,56,,,472,25,0,9,59,184,184,11,0,283500,,,612,38,0,12,31,165,335,22,9,323300
1400000US06037234800,6037234800,"Census Tract 2348, Los Angeles County, California",,729,13,0,27,84,301,210,83,11,283300,331,0,0,0,10,110,132,79,1113,0,,,764,16,35,28,91,391,145,51,7,257800,,,696,13,52,40,44,276,209,50,12,256700
1400000US06037234901,6037234901,"Census Tract 2349.01, Los Angeles County, California",,131,0,0,0,9,32,90,0,0,341500,1005,0,95,68,90,448,293,11,887,0,,,107,0,0,0,8,31,68,0,0,321300,,,55,0,0,0,8,12,35,0,0,332600
1400000US06037234902,6037234902,"Census Tract 2349.02, Los Angeles County, California",,193,8,0,0,28,25,103,29,0,347300,1300,0,106,122,151,416,398,107,942,0,,,268,26,0,7,30,31,148,26,0,332800,,,250,30,0,9,17,28,120,46,0,344100
1400000US06037235100,6037235100,"Census Tract 2351, Los Angeles County, California",,1231,56,0,0,51,317,587,202,18,352000,464,0,0,0,19,60,193,192,1372,0,,,1230,50,0,0,14,340,690,107,29,341900,,,1300,9,21,12,6,213,656,345,38,416000
1400000US06037235201,6037235201,"Census Tract 2352.01, Los Angeles County, California",,663,23,11,0,65,230,219,108,7,301600,230,0,0,0,20,64,66,80,1250,49,,,492,22,15,19,45,199,139,38,15,282700,,,503,17,12,17,13,196,212,29,7,298900
1400000US06037235202,6037235202,"Census Tract 2352.02, Los Angeles County, California",,528,0,9,9,67,69,317,44,13,352900,1220,47,105,63,207,149,533,116,1026,37,,,465,0,7,6,74,95,265,18,0,322700,,,473,9,0,8,55,49,326,26,0,345800
1400000US06037236000,6037236000,"Census Tract 2360, Los Angeles County, California",,1607,0,14,18,96,331,359,731,58,489300,472,0,0,0,21,65,306,80,1343,0,,,1703,44,22,13,104,363,304,812,41,500700,,,1796,47,0,17,70,355,448,790,69,470700
1400000US06037236100,6037236100,"Census Tract 2361, Los Angeles County, California",,387,0,0,11,11,60,196,109,0,372900,2174,0,252,188,219,601,767,147,946,32,,,489,14,0,34,27,100,215,99,0,336800,,,394,13,0,29,34,74,209,35,0,329600
1400000US06037236202,6037236202,"Census Tract 2362.02, Los Angeles County, California",,24,0,0,24,0,0,0,0,0,123100,2110,26,168,135,181,781,776,43,948,15,,,10,0,0,10,0,0,0,0,0,-,,,18,0,0,0,0,0,18,0,0,-
1400000US06037236203,6037236203,"Census Tract 2362.03, Los Angeles County, California",,8,0,0,0,0,0,0,8,0,-,1473,31,68,50,96,585,592,51,964,0,,,35,0,0,0,0,25,0,10,0,285000,,,27,0,0,0,0,18,0,9,0,-
1400000US06037236204,6037236204,"Census Tract 2362.04, Los Angeles County, California",,0,0,0,0,0,0,0,0,0,-,1273,0,0,83,76,482,571,61,999,0,,,0,0,0,0,0,0,0,0,0,-,,,0,0,0,0,0,0,0,0,0,-
1400000US06037236400,6037236400,"Census Tract 2364, Los Angeles County, California",,1021,12,9,21,52,64,220,633,10,586900,1002,0,0,0,10,207,427,358,1249,12,,,1049,16,11,9,56,125,233,570,29,552000,,,1057,0,0,8,41,123,204,626,55,603000
1400000US06037237101,6037237101,"Census Tract 2371.01, Los Angeles County, California",,352,0,6,30,47,101,120,41,7,294400,690,0,22,51,64,261,217,75,950,12,,,322,0,8,4,85,111,96,18,0,253900,,,297,0,0,8,24,111,107,47,0,311200
1400000US06037237102,6037237102,"Census Tract 2371.02, Los Angeles County, California",,330,29,0,0,41,128,80,52,0,270000,559,0,36,31,133,87,168,104,973,12,,,312,11,0,12,80,111,54,44,0,243400,,,255,3,0,8,43,69,84,48,0,306800
1400000US06037237201,6037237201,"Census Tract 2372.01, Los Angeles County, California",,454,15,0,65,47,124,185,18,0,286000,455,0,15,12,6,101,253,68,1124,28,,,448,0,0,81,71,139,148,4,5,273800,,,453,7,0,30,62,204,140,5,5,274200
1400000US06037237202,6037237202,"Census Tract 2372.02, Los Angeles County, California",,574,0,15,6,42,305,166,40,0,279600,701,0,34,107,116,116,239,89,969,30,,,561,0,0,10,38,356,123,34,0,275100,,,584,27,0,0,44,240,248,25,0,289100
1400000US06037237300,6037237300,"Census Tract 2373, Los Angeles County, California",,1036,18,0,48,109,509,268,84,0,263300,780,0,0,19,149,217,287,108,1008,23,,,950,22,0,60,138,469,247,14,0,245500,,,852,24,0,24,161,316,246,81,0,256200
1400000US06037237401,6037237401,"Census Tract 2374.01, Los Angeles County, California",,539,0,0,33,33,255,191,27,0,269300,425,0,0,52,109,97,134,33,869,20,,,498,9,15,22,28,337,87,0,0,248100,,,512,7,13,26,29,294,137,6,0,251300
1400000US06037237402,6037237402,"Census Tract 2374.02, Los Angeles County, California",,562,17,33,103,64,193,152,0,0,224200,441,17,69,83,114,47,44,67,661,12,,,572,5,28,82,50,251,153,3,0,243800,,,606,4,6,53,69,348,116,10,0,258600
1400000US06037237500,6037237500,"Census Tract 2375, Los Angeles County, California",,134,9,0,13,0,92,10,10,0,264400,632,0,39,0,125,139,242,87,1020,10,,,156,0,0,12,24,58,62,0,0,281000,,,154,0,0,0,20,48,86,0,0,312700
1400000US06037237600,6037237600,"Census Tract 2376, Los Angeles County, California",,318,0,0,36,8,121,97,56,0,295500,802,0,7,158,79,151,305,102,1005,50,,,329,0,0,9,31,177,80,32,0,268400,,,330,0,0,8,26,220,57,19,0,244600
1400000US06037237710,6037237710,"Census Tract 2377.10, Los Angeles County, California",,200,5,0,10,50,51,62,7,15,276500,759,0,28,79,85,204,246,117,977,12,,,221,8,0,14,71,86,24,0,18,223000,,,162,0,0,0,15,63,69,0,15,309400
1400000US06037237720,6037237720,"Census Tract 2377.20, Los Angeles County, California",,108,0,0,15,55,18,20,0,0,190700,716,20,32,4,89,233,298,40,980,15,,,134,5,0,12,48,41,24,4,0,207700,,,148,7,0,6,25,42,62,6,0,291400
1400000US06037237800,6037237800,"Census Tract 2378, Los Angeles County, California",,790,0,0,8,37,294,336,105,10,330400,447,12,0,64,88,18,137,128,1268,49,,,735,13,0,24,45,375,259,11,8,276800,,,802,19,0,33,27,212,476,23,12,325000
1400000US06037237900,6037237900,"Census Tract 2379, Los Angeles County, California",,795,42,46,12,30,243,344,78,0,309600,472,0,0,0,62,166,95,149,1063,10,,,761,36,27,8,49,275,313,53,0,296100,,,791,33,39,46,40,194,389,50,0,315800
1400000US06037238000,6037238000,"Census Tract 2380, Los Angeles County, California",,1367,89,8,97,103,427,532,111,0,292600,707,0,0,177,53,164,151,162,895,9,,,1171,55,0,70,95,335,498,118,0,307100,,,1233,16,0,58,28,197,797,125,12,351000
1400000US06037238100,6037238100,"Census Tract 2381, Los Angeles County, California",,923,16,9,10,21,281,527,59,0,331100,778,0,46,94,74,221,250,93,976,7,,,976,58,9,57,33,309,447,63,0,306100,,,876,51,12,50,39,236,420,68,0,325300
1400000US06037238200,6037238200,"Census Tract 2382, Los Angeles County, California",,713,53,0,27,39,181,296,45,72,320800,1327,0,63,12,249,249,550,204,1073,11,,,643,21,0,28,45,228,292,9,20,299800,,,958,15,0,0,0,244,608,76,15,341700
1400000US06037238310,6037238310,"Census Tract 2383.10, Los Angeles County, California",,177,0,0,0,44,11,98,24,0,341900,1128,29,52,40,207,354,336,110,935,17,,,149,0,0,0,68,16,65,0,0,246400,,,176,0,0,9,18,52,97,0,0,314100
1400000US06037238320,6037238320,"Census Tract 2383.20, Los Angeles County, California",,191,0,0,0,44,49,84,14,0,303800,773,45,0,28,148,295,200,57,927,0,,,156,0,0,0,55,45,56,0,0,275600,,,205,0,0,0,21,46,125,13,0,395900
1400000US06037238400,6037238400,"Census Tract 2384, Los Angeles County, California",,933,29,0,9,57,344,421,47,26,308300,722,0,28,35,167,298,136,58,853,23,,,1003,52,0,4,22,334,555,27,9,317600,,,1116,73,0,0,46,225,755,9,8,337500
1400000US06037239201,6037239201,"Census Tract 2392.01, Los Angeles County, California",,208,2,9,0,4,124,49,20,0,279700,603,0,0,15,103,142,208,135,1084,14,,,160,4,0,0,25,107,24,0,0,258200,,,168,5,0,0,31,58,68,6,0,283300
1400000US06037239202,6037239202,"Census Tract 2392.02, Los Angeles County, California",,385,24,22,7,121,92,34,85,0,215700,594,0,0,0,0,172,272,150,1151,24,,,369,10,33,19,100,142,31,34,0,218100,,,278,16,0,20,35,97,104,6,0,269100
1400000US06037239310,6037239310,"Census Tract 2393.10, Los Angeles County, California",,262,0,28,0,17,64,153,0,0,321200,692,0,8,49,155,175,228,77,894,0,,,274,0,23,12,37,87,115,0,0,280400,,,271,0,31,15,36,65,95,29,0,282000
1400000US06037239320,6037239320,"Census Tract 2393.20, Los Angeles County, California",,295,18,0,60,8,101,89,9,10,262000,569,0,12,27,62,214,190,64,963,0,,,263,0,0,33,18,143,63,6,0,238300,,,334,8,0,20,21,96,169,14,6,315600
1400000US06037239330,6037239330,"Census Tract 2393.30, Los Angeles County, California",,297,4,0,15,51,164,37,26,0,233500,404,0,0,0,0,206,128,70,996,0,,,241,10,0,25,30,117,49,10,0,226700,,,239,6,0,20,30,87,96,0,0,270600
1400000US06037239501,6037239501,"Census Tract 2395.01, Los Angeles County, California",,212,0,11,59,30,60,43,9,0,216700,628,18,0,0,101,203,232,74,991,25,,,249,0,5,41,42,115,41,0,5,254900,,,316,7,7,46,44,129,76,0,7,262100
1400000US06037239502,6037239502,"Census Tract 2395.02, Los Angeles County, California",,286,10,33,23,0,76,99,21,24,301100,562,0,0,20,110,204,143,85,896,0,,,347,12,28,23,20,98,141,5,20,289300,,,376,0,0,21,25,127,175,0,28,315000
1400000US06037239601,6037239601,"Census Tract 2396.01, Los Angeles County, California",,283,0,0,32,38,54,145,5,9,314700,575,27,19,32,87,173,133,104,908,0,,,264,0,0,20,29,91,111,13,0,291700,,,206,0,0,20,9,93,44,31,9,273600
1400000US06037239602,6037239602,"Census Tract 2396.02, Los Angeles County, California",,198,15,0,18,73,32,23,37,0,172600,558,22,5,18,122,232,101,58,868,54,,,150,0,0,28,49,40,33,0,0,193800,,,164,0,0,16,18,85,40,5,0,238700
1400000US06037239701,6037239701,"Census Tract 2397.01, Los Angeles County, California",,313,11,0,46,52,99,105,0,0,234900,696,0,0,33,113,299,144,107,947,33,,,321,15,0,43,82,131,50,0,0,214900,,,309,7,0,16,51,123,112,0,0,249100
1400000US06037239702,6037239702,"Census Tract 2397.02, Los Angeles County, California",,344,9,31,33,8,79,131,53,0,314100,668,1,0,21,154,207,216,69,909,12,,,253,7,27,39,15,117,42,6,0,224400,,,268,11,35,13,6,95,100,8,0,271700
1400000US06037239801,6037239801,"Census Tract 2398.01, Los Angeles County, California",,317,0,5,32,62,68,150,0,0,292300,593,0,15,25,97,192,185,79,965,22,,,311,5,10,24,75,76,121,0,0,263300,,,280,8,6,22,50,83,109,2,0,263800
1400000US06037239802,6037239802,"Census Tract 2398.02, Los Angeles County, California",,443,0,6,25,12,106,254,40,0,333300,666,0,0,0,53,232,305,76,1050,20,,,335,0,19,20,8,172,73,43,0,256400,,,420,0,0,20,8,215,177,0,0,271100
1400000US06037240010,6037240010,"Census Tract 2400.10, Los Angeles County, California",,183,3,16,56,28,50,6,24,0,164700,734,59,47,43,190,119,213,63,850,34,,,231,16,13,64,6,55,73,0,4,226600,,,195,19,6,17,8,80,61,0,4,241700
1400000US06037240020,6037240020,"Census Tract 2400.20, Los Angeles County, California",,615,14,22,77,124,220,141,17,0,230900,619,0,21,23,69,184,183,139,1034,10,,,662,50,15,79,121,251,133,13,0,219000,,,651,46,9,0,51,277,237,31,0,273600
1400000US06037240200,6037240200,"Census Tract 2402, Los Angeles County, California",,356,12,7,51,45,148,62,31,0,233500,899,38,31,17,142,102,393,176,1116,33,,,324,9,8,64,47,133,53,10,0,221300,,,308,15,10,45,39,78,98,23,0,268900
1400000US06037240300,6037240300,"Census Tract 2403, Los Angeles County, California",,489,21,0,18,76,126,186,62,0,302100,892,6,70,49,181,217,356,13,890,69,,,401,29,0,32,67,229,44,0,0,244200,,,391,33,0,39,33,169,105,12,0,259100
1400000US06037240401,6037240401,"Census Tract 2404.01, Los Angeles County, California",,414,0,0,75,10,177,104,48,0,240700,837,0,0,42,177,229,339,50,979,17,,,404,0,0,48,12,158,160,26,0,277100,,,274,0,0,17,42,94,108,13,0,271400
1400000US06037240402,6037240402,"Census Tract 2404.02, Los Angeles County, California",,581,24,0,24,99,208,192,34,0,277300,506,0,0,8,196,64,141,97,880,13,,,530,44,15,19,93,233,109,4,13,250000,,,475,39,10,12,27,264,111,0,12,257000
1400000US06037240500,6037240500,"Census Tract 2405, Los Angeles County, California",,526,8,15,32,120,107,182,51,11,264800,944,0,28,54,82,220,294,266,1130,7,,,488,6,20,0,145,149,136,18,14,232600,,,432,7,8,12,85,133,181,6,0,281900
1400000US06037240600,6037240600,"Census Tract 2406, Los Angeles County, California",,374,0,64,18,93,59,140,0,0,224000,816,0,23,60,104,240,244,145,982,19,,,367,0,53,20,148,113,33,0,0,184600,,,441,0,54,42,88,157,80,15,5,225300
1400000US06037240700,6037240700,"Census Tract 2407, Los Angeles County, California",,819,69,2,153,121,227,235,12,0,225200,853,0,0,94,124,202,209,224,1022,34,,,890,30,0,165,129,364,186,16,0,233400,,,804,7,0,54,79,436,205,15,8,259500
1400000US06037240800,6037240800,"Census Tract 2408, Los Angeles County, California",,459,36,0,109,30,157,124,3,0,225000,520,41,6,18,57,100,146,152,1078,15,,,423,14,0,101,104,169,31,4,0,194000,,,511,0,0,35,106,199,155,16,0,259000
1400000US06037240900,6037240900,"Census Tract 2409, Los Angeles County, California",,536,23,8,34,155,122,119,75,0,244400,749,0,28,62,138,118,274,129,1034,0,,,600,0,0,48,169,142,210,21,10,249400,,,644,0,0,33,106,195,291,10,9,295500
1400000US06037241001,6037241001,"Census Tract 2410.01, Los Angeles County, California",,415,0,66,19,72,117,81,60,0,234600,691,0,49,51,34,177,304,76,1040,0,,,408,7,45,15,83,134,87,37,0,250600,,,485,9,26,60,96,130,157,7,0,257800
1400000US06037241002,6037241002,"Census Tract 2410.02, Los Angeles County, California",,380,37,0,0,41,106,150,46,0,306400,551,0,0,43,65,77,161,205,1268,0,,,412,8,3,0,104,171,111,11,4,246400,,,387,0,5,0,16,172,189,0,5,300300
1400000US06037241110,6037241110,"Census Tract 2411.10, Los Angeles County, California",,353,10,0,12,55,209,67,0,0,252000,339,0,7,0,19,30,225,58,1196,27,,,289,11,0,0,48,175,55,0,0,249100,,,266,9,0,0,13,130,114,0,0,286000
1400000US06037241120,6037241120,"Census Tract 2411.20, Los Angeles County, California",,340,7,11,22,62,92,140,6,0,278200,729,0,7,50,72,198,239,163,1053,12,,,301,31,0,29,49,103,89,0,0,252000,,,378,29,0,20,34,112,183,0,0,295800
1400000US06037241201,6037241201,"Census Tract 2412.01, Los Angeles County, California",,416,16,40,41,102,106,102,9,0,210200,398,16,0,18,55,85,110,114,1261,0,,,405,18,26,35,72,157,87,10,0,223600,,,438,23,0,27,46,172,167,3,0,269400
1400000US06037241202,6037241202,"Census Tract 2412.02, Los Angeles County, California",,659,11,0,56,81,247,220,44,0,272000,715,36,52,47,89,179,213,99,938,54,,,499,0,0,35,47,273,132,12,0,245000,,,468,0,0,10,53,205,200,0,0,281500
1400000US06037241300,6037241300,"Census Tract 2413, Los Angeles County, California",,265,5,13,20,22,54,114,37,0,327200,399,30,0,0,88,102,44,135,952,10,,,283,10,16,11,42,95,84,25,0,275400,,,304,18,16,0,32,88,150,0,0,298100
1400000US06037241400,6037241400,"Census Tract 2414, Los Angeles County, California",,310,0,27,47,10,74,114,38,0,297800,514,0,16,12,69,61,127,229,1387,40,,,245,0,50,7,8,84,88,8,0,277900,,,267,6,0,0,22,109,110,17,3,297800
1400000US06037242000,6037242000,"Census Tract 2420, Los Angeles County, California",,384,0,11,73,50,140,110,0,0,230900,531,0,66,56,32,104,186,87,1020,6,,,379,8,15,97,62,160,29,3,5,203900,,,370,6,0,25,51,182,96,4,6,256600
1400000US06037242100,6037242100,"Census Tract 2421, Los Angeles County, California",,0,0,0,0,0,0,0,0,0,-,717,16,96,128,244,182,33,18,616,0,,,0,0,0,0,0,0,0,0,0,-,,,0,0,0,0,0,0,0,0,0,-
